review_id,business_id,business_name,city,state,categories,date,stars,sentiment_label,sentiment_score,key_phrases
MxQpzn4DLrQ6XuhEHkVvIw,QWqKTWQ2OiDgo3dzNkpung,Jong Ka Jib,Philadelphia,PA,"{Korean,Restaurants}",2014-05-07,5.0,mixed,0.72,"[""dol sot pots"", ""nice crispy shell"", ""other soup/stew items"", ""korean bbq meats"", ""Korean home"", ""mixed meats"", ""hot temperature"", ""soft tofu"", ""dubu"", ""city"", ""place"", ""beef"", ""seafood"", ""mushroom"", ""spice"", ""rice"", ""dol-sot"", ""DROOL"", ""mouth"", ""back""]"
_9vmN7JQg7gezvlMTu35cA,Zcc12beUPFCe2U0DizJUNg,Hampton Inn & Suites Tampa-Wesley Chapel,Wesley Chapel,FL,"{Hotels & Travel,Event Planning & Services,Hotels}",2011-11-30,3.0,mixed,0.75,"[""breakfast buffet"", ""lobby area"", ""motels"", ""one"", ""rate"", ""pool"", ""laps"", ""place""]"
NU4_03KfndoUcE8mDNIErw,WJ17PIWEaqrNZ07uncG8JQ,Green Valley Mortuary And Cemetery,Sahuarita,AZ,"{Funeral Services & Cemeteries,Local Services}",2018-07-17,1.0,negative,0.06,"[""cheap plastic vases"", ""contact info"", ""right thing"", ""older area"", ""reason"", ""media"", ""attorney"", ""frustration"", ""owner"", ""columbarium"", ""sight"", ""years"", ""Dad"", ""niches"", ""empathy""]"
_NAJ4K52B44-pXfrg3EylA,QKFojAIRYfQQzwssuoKjzw,Edmonton Fringe Festival,Edmonton,AB,"{Arts & Entertainment,Festivals}",2017-08-29,5.0,positive,0.95,"[""gourmet mini donut truck"", ""great annual festival"", ""other street performances"", ""street performers"", ""The Fringe"", ""two weekends"", ""joining week"", ""Good tip"", ""farmers market"", ""food vendors"", ""artisan vendors"", ""show times"", ""Edmonton"", ""variety"", ""venues"", ""plays"", ""musicians"", ""schedule"", ""tickets"", ""artists"", ""Half"", ""104th"", ""space"", ""jewelry"", ""clothing"", ""hour"", ""location""]"
qvCNnSkDqjg3oCexS1-juQ,qq6vsh6ZEshfv4mTdrjA0g,Magasin Kitchen,New Orleans,LA,"{Imported Food,Food,Specialty Food,Ethnic Food,Restaurants,Vietnamese}",2017-08-16,3.0,positive,0.99,"[""weekly pho cravings"", ""loyal customer"", ""Magasin Cafe"", ""Magasin Kitcheb"", ""other location"", ""same meal"", ""restaurants atmosphere"", ""Vietnamese food"", ""Quality food"", ""years"", ""love"", ""renovations"", ""service"", ""money"", ""ranking""]"
vNt56WcULXzTbuHwUlMG3Q,Wr2k0Vz8RbcumYulp-jIrA,Han Dynasty,Cherry Hill,NJ,"{Restaurants,Chinese,Szechuan}",2015-05-12,5.0,positive,0.98,"[""cumin style lamb"", ""Sichuan food taste"", ""rabbit appetizer"", ""Sichuan Province"", ""place"", ""location"", ""Philadelphia"", ""week"", ""fan"", ""People"", ""Chengdu""]"
pbwrFPLHe7XBcKpwCOJ-5A,Z2ltNYVxmLaLGNVB7yFWQA,National Car Rental,St. Louis,MO,"{Hotels & Travel,Car Rental}",2015-08-19,4.0,positive,0.98,"[""Great service"", ""Mike Bass"", ""great care"", ""Bernie"", ""Cars""]"
0-8YJMqAill6hdhjlQfkbA,2l8WHcEiwFW0wEvopwa8_A,Kmart,Bridgeton,MO,"{Fashion,Shopping,Department Stores}",2012-03-31,2.0,mixed,0.45,"[""Joe Boxer male thongs"", ""male panty line"", ""August Burns Red"", ""best WTF moment"", ""Tom Cruise era"", ""great patio table"", ""One great tip"", ""patio furniture"", ""political rant"", ""sinus infection"", ""several people"", ""contractual war"", ""Express Scripts"", ""electronic section"", ""cheaper end"", ""mainstream DVD"", ""Blu-Ray movies"", ""young man"", ""music videos"", ""lame attempt"", ""shopping experience"", ""off season"", ""clearance days"", ""extra star"", ""80s quote"", ""store review"", ""department store"", ""Target"", ""scene"", ""Kmart"", ""meds"", ""Walgreens"", ""idiots"", ""selections"", ""top"", ""area"", ""tv"", ""Macy"", ""Dillard"", ""everything"", ""opportunity"", ""mind"", ""prescription"", ""greatest"", ""ease"", ""hours"", ""problems"", ""credit"", ""K-Mart"", ""someone""]"
OC5nTy1jWjlz5_FiKFbU0Q,oQ5CPRt0R3AzFvcjNOqB1w,Edley's Bar-B-Que - 12 South,Nashville,TN,"{Barbeque,Restaurants,Dive Bars,Cocktail Bars,Southern,Nightlife,Bars}",2016-09-06,4.0,positive,0.85,"[""The Tuck Special"", ""amazing flavor combination"", ""ingredients- brisket"", ""pimento cheese"", ""BBQ sauce"", ""Nashville"", ""TX"", ""mix"", ""strange"", ""egg"", ""husband"", ""table"", ""meat"", ""place"", ""patience"", ""menu"", ""time""]"
gPphW4O_XNsmqhqRAQ6qBw,8G4mt9y5mRg161XBs-hePw,Izakaya Ren,Valley Park,MO,"{Food,Korean,Sushi Bars,Restaurants,Japanese}",2015-03-05,1.0,mixed,0.28,"[""spicy tuna roll"", ""same box"", ""California rolls"", ""sushi restaurant"", ""toilet"", ""daughter"", ""meals"", ""guy"", ""fish""]"
JdKl3gf7xLkxwn2uUrMmgg,cXSyVvOr9YRN9diDkaWs0Q,Honey's Sit-N-Eat,Philadelphia,PA,"{Southern,Restaurants,American (Traditional)}",2008-05-06,3.0,mixed,0.75,"[""Big portions"", ""food"", ""menue"", ""issues"", ""seating"", ""conversation"", ""coffe"", ""Sabrina"", ""latkas"", ""bacon"", ""Philly""]"
SFy1mkQaiYFrWqoeBXHr-A,bMVgakLiCEA6LWRUEoB3wQ,Express Smog Check,Reno,NV,"{Smog Check Stations,Auto Repair,Registration Services,Automotive}",2015-05-12,5.0,positive,1.0,"[""great service"", ""smog"", ""cars"", ""chipper"", ""place""]"
gaI5Vcq8Is3tM074QlNWkA,RSAcMSbxpxskQ6dIIN6QUw,Sport Clips Haircuts of Downtown Boise,Boise,ID,"{Beauty & Spas,Men's Hair Salons,Barbers,Hair Salons}",2017-09-09,5.0,positive,0.91,"[""hairdresser"", ""details"", ""haircut""]"
815IYDMwX84gQIj_uo7Scg,xbE59o8d_8N72T0WMW1I8A,Mattress Firm Harvard,Reno,NV,"{Mattresses,Furniture Stores,Shopping,Home & Garden}",2016-01-04,4.0,positive,1.0,"[""Friendly staff"", ""good selection"", ""fair prices""]"
ssHxl6hukWdxl3CMgs4zyQ,2dlQX5sP9X6Dlm1MmNOlSw,ReAnimator Coffee,Philadelphia,PA,"{Food,Coffee & Tea}",2016-02-23,5.0,neutral,0.1,"[""Reanimator Coffee problem"", ""12-step program""]"
vBK79c3_1Ff_oqkh5VpfGg,nRKndeZLQ3eDL10UMwS2rQ,Ted Drewes,Saint Louis,MO,"{Ice Cream & Frozen Yogurt,Food,Local Flavor,Desserts}",2009-10-13,5.0,mixed,0.75,"[""actual pumpkin pie"", ""pie crust"", ""frozen custard"", ""huge sweep"", ""best part"", ""Super yummy"", ""nation"", ""chunks"", ""diamond""]"
ZVvhc3Go7v5I8XTiVoWmqQ,ut6fi2W2YaipNOqvi7e0jw,Upland Carmel Tap House,Carmel,IN,"{Nightlife,Food,Bars,Breweries,Pizza,Brewpubs,Pubs,Restaurants}",2014-11-12,3.0,mixed,0.47,"[""couple additional locations"", ""true margherita pizza"", ""other items"", ""other toppings"", ""red sauce"", ""nice appetizer"", ""future visits"", ""central Indiana"", ""Upland"", ""brewery"", ""Bloomington"", ""beers"", ""fan"", ""burgers"", ""tenderloins"", ""par"", ""cracker"", ""crust"", ""cheese"", ""none"", ""flavor"", ""opinion"", ""group"", ""meal"", ""choice""]"
J-4NdnDZ0pUQaUEEwDI9KQ,rjuWz_AD3WfXJc03AhIO_w,The N Crowd,Philadelphia,PA,"{Performing Arts,Arts & Entertainment,Nightlife,Comedy Clubs}",2012-12-04,5.0,positive,0.94,"[""Chill way"", ""Friday night"", ""show""]"
eCiWBf1CJ0Zdv1uVarEhhw,vC2qm1y3Au5czBtbhc-DNw,Sushi Teri,Carpinteria,CA,"{Restaurants,Sushi Bars}",2013-09-04,4.0,positive,0.98,"[""best fish"", ""spicy edamame"", ""ocean salad"", ""cabbage salad"", ""sushi place"", ""town"", ""time"", ""salmon"", ""tempura"", ""Service""]"
lUUhg8ltDsUZ9h0xnwY4Dg,cPepkJeRMtHapc_b2Oe_dw,Naked Tchopstix Express,Indianapolis,IN,"{Restaurants,Food,Poke,Hawaiian,Sushi Bars}",2018-07-17,4.0,mixed,0.51,"[""decent size dining area"", ""other food items"", ""96th street location"", ""fast food"", ""Naked Tchopstix"", ""sushi bowl"", ""Maui roll"", ""favorite roll"", ""low reviews"", ""five minutes"", ""healthy alternative"", ""bubble tea"", ""vanilla chai"", ""sushi place"", ""4 stars"", ""one"", ""house"", ""vibe"", ""counter"", ""daughter"", ""piece"", ""paper"", ""choice"", ""proteins"", ""vegetables"", ""rice"", ""toppings"", ""fact"", ""things"", ""server"", ""sauces"", ""husband"", ""standard"", ""quality"", ""lot"", ""people"", ""comment"", ""service"", ""McDonalds"", ""wait"", ""strawberry"", ""3""]"
qS6kE7CDoDagyPZwmueJaQ,c-IgS6Pk6vMyax7Rbr38eA,Barbecue and Bourbon,Speedway,IN,"{American (New),Restaurants,Cocktail Bars,Barbeque,Bars,Nightlife}",2015-06-08,4.0,positive,0.93,"[""Beef brisket sandwich"", ""lunch"", ""pork""]"
G_5UczbCBJriUAbxz3J7Tw,x4XdNhp0Xn8lOivzc77J-g,Thai Place Restaurant,Phoenixville,PA,"{Thai,Restaurants}",2013-08-15,5.0,positive,1.0,"[""Best thai food"", ""area"", ""Everything""]"
z0osLHDvXvzfm57D4DmD2Q,S2Ho8yLxhKAa26pBAm6rxA,Creole House Restaurant & Oyster Bar,New Orleans,LA,"{Cajun/Creole,Seafood,Restaurants,Breakfast & Brunch}",2016-11-22,3.0,negative,0.0,"[""other place"", ""last dinner"", ""Service"", ""food"", ""town""]"
DyrAIuKl60j_X8Yrrv-kpg,MWmXGQ98KbRo3vsS5nZhMA,Anthony's at Paxon Hollow,Broomall,PA,"{Event Planning & Services,Italian,Venues & Event Spaces,Restaurants,Active Life,Food,Golf}",2014-10-27,5.0,mixed,0.79,"[""many delicious sounding items"", ""next chef specials"", ""dinner"", ""wife"", ""weekend"", ""meal"", ""food"", ""Everything"", ""problem"", ""something"", ""menu""]"
elqRpX9T3YwL07uLNtN3Bg,ltBBYdNzkeKdCNPDAsxwAA,Tavern,Nashville,TN,"{Cocktail Bars,Nightlife,Gastropubs,Sports Bars,Restaurants,American (New),Lounges,Bars}",2015-02-02,2.0,negative,0.03,"[""bright red baggy pants"", ""tuna entr\u00e9e"", ""four dollar avocado"", ""entr\u00e9es"", ""two stars"", ""decent food"", ""dinner meeting"", ""assistant cook"", ""restaurant"", ""appetizers"", ""guy"", ""TV"", ""situation"", ""waitress""]"
-P5E9BYUaK7s3PwBF5oAyg,bMratNjTG5ZFEA6hVyr-xQ,Portobello Cafe,Eddystone,PA,"{Restaurants,Seafood,Cafes,Italian}",2017-02-19,5.0,positive,0.99,"[""someone"", ""home"", ""waiters"", ""food"", ""place""]"
YbMyvlDA2W3Py5lTz8VK-A,bbEXAEFr4RYHLlZ-HFssTA,The Original Habit Burger Grill,Goleta,CA,"{Fast Food,Burgers,Restaurants}",2017-01-02,5.0,mixed,0.51,"[""pepper flavor"", ""outdoor seating"", ""Friendly staff"", ""Street parking"", ""parking lot"", ""Great burgers"", ""fries"", ""salad"", ""hint"", ""salt"", ""location"", ""back""]"
40thYphUgIfvJq17QCfTwA,0pMj5xUAecW9o1P35B0AMw,Wawa,Norristown,PA,"{Food,Coffee & Tea,Gas Stations,Restaurants,Automotive,Sandwiches,Convenience Stores}",2017-05-26,5.0,positive,0.96,"[""huge store size"", ""custom breakfast bagel"", ""Great staff"", ""clean"", ""everything""]"
xdQe2E8jR6pLA07p1aYtKA,X8lfGPagfLzfOsx0k08NRQ,Landa Muffler & Brake,Reno,NV,"{Auto Repair,Smog Check Stations,Auto Parts & Supplies,Automotive}",2017-05-13,5.0,mixed,0.74,"[""manufacturer recall"", ""Outstanding individuals"", ""different issue"", ""vehicle"", ""work"", ""Problem"", ""noise"", ""Kevin"", ""mechanic"", ""car"", ""FREE"", ""CHARGE""]"
p198qZsKOMCUhgdtRWsOKQ,8QnuWGVNBhzyYXGSeRdi4g,Sweet Cece's,Nashville,TN,"{Food,Ice Cream & Frozen Yogurt}",2013-10-24,4.0,mixed,0.8,"[""different Sweet CeCe"", ""local source"", ""good mix"", ""ROTD"", ""location"", ""product"", ""Love"", ""selection"", ""toppings"", ""girls"", ""attention"", ""deals"", ""Friday"", ""less"", ""4 stars""]"
L0jv8c2FbpWSlfNC6bbUEA,IDtLPgUrqorrpqSLdfMhZQ,Helena Avenue Bakery,Santa Barbara,CA,"{Food,Restaurants,Salad,Coffee & Tea,Breakfast & Brunch,Sandwiches,Bakeries}",2016-10-13,5.0,positive,0.99,"[""Santa Barbara Wine Collective"", ""fabulous savory croissant"", ""great addition"", ""Funk Zone"", ""same tables"", ""bite"", ""tastings"", ""life"", ""fact""]"
rj0asGlfKjlXH6iEgu-jdw,LfYUOclwLs_SPrNAdKMjsw,Ralston Massage Center,Reno,NV,"{Health & Medical,Beauty & Spas,Massage,Physical Therapy,Massage Therapy}",2013-11-14,5.0,positive,1.0,"[""Nice relaxing place"", ""Same day appointments"", ""massage"", ""therapist"", ""Center""]"
pHwbdway4yeI-dSSmZA7-Q,PY9GRfzr4nTZeINf346QOw,Peppermill Reno,Reno,NV,"{Event Planning & Services,Casinos,Beauty & Spas,Venues & Event Spaces,Arts & Entertainment,Day Spas,Hotels,Hotels & Travel}",2017-09-20,4.0,mixed,0.76,"[""huge pool area"", ""huge bathroom area"", ""roomy main area"", ""complimentary valet parking"", ""large jetted bathtub"", ""two shower heads"", ""large shower"", ""casino area"", ""two drawers"", ""complimentary bottles"", ""The Peppermill"", ""Caesars Palace"", ""Las Vegas"", ""eight restaurants"", ""One thing"", ""slot machines"", ""penny machines"", ""minimum bets"", ""false advertising"", ""Tuscany Tower"", ""12th floor"", ""nice view"", ""free WiFi"", ""dual sinks"", ""counter space"", ""king bed"", ""night stands"", ""mini fridge"", ""upholstered chairs"", ""good job"", ""nice place"", ""safe, table"", ""Check"", ""site"", ""type"", ""food"", ""30 cents"", ""TV"", ""phone"", ""commode"", ""lots"", ""Plenty"", ""towels"", ""closet"", ""dresser"", ""computer"", ""writing"", ""water"", ""three"", ""thermostat"", ""temperature"", ""Staff"", ""stay"", ""2:30""]"
JBWZmBy69VMggxj3eYn17Q,kq5Ghhh14r-eCxlVmlyd8w,The Coventry Deli,Philadelphia,PA,"{Restaurants,Delis,Salad,Sandwiches}",2018-08-23,5.0,mixed,0.67,"[""buffalo chicken wrap"", ""first time"", ""bacon panini"", ""lunch hour"", ""many options"", ""hot food"", ""boyfriend"", ""deli"", ""turkey"", ""avocado"", ""wait"", ""salads"", ""soup"", ""macaroni"", ""sandwiches""]"
E9AB7V4z8xrt2uPF7T55FQ,Zx7n8mdt8OzLRXVzolXNhQ,Milk and Honey Nashville,Nashville,TN,"{American (New),Restaurants,American (Traditional),Food,Breakfast & Brunch,Coffee & Tea,Pizza}",2018-04-27,5.0,positive,1.0,"[""Amazing biscuits"", ""Great cocktails"", ""blank""]"
mO398Ed5dpv1H5ZsKc8KXw,hKameFsaXh9g8WQbv593UA,Aquafinz,Lutz,FL,"{Seafood,Steakhouses,Salad,Comfort Food,Restaurants,Southern}",2015-04-15,4.0,positive,0.99,"[""fishing lodge- menu"", ""good- atmosphere"", ""calamari appetizer"", ""Food"", ""decor"", ""someplace"", ""outback"", ""bonefish"", ""Groupon"", ""meals""]"
RB8UpF_kT2xoOC51OzXEeA,A2q7d-CBM2-81tVkmS4JMw,The Buffet,Reno,NV,"{American (New),Restaurants,Buffets,Breakfast & Brunch}",2017-07-08,2.0,negative,0.0,"[""counter meat slicing station"", ""edible food items"", ""Mexican station"", ""baked chicken"", ""fried chicken"", ""mashed potatoes"", ""Salad bar"", ""cheese bar"", ""bomb af"", ""Le Benedict"", ""English muffin"", ""worst eggs"", ""point"", ""good"", ""price"", ""location"", ""dessert"", ""ravioli"", ""pizza"", ""waitress"", ""meh"", ""shrimp"", ""bad"", ""breakfast"", ""ham"", ""3 occasions"", ""steak"", ""Decor"", ""1970 nightmare""]"
WaeKsvHUJ8whjBlWjl0kaQ,Jc6MxMyCLp4DMfN4C1t1aQ,Pepo's Cuban Cafe,St. Petersburg,FL,"{Cuban,Restaurants}",2015-04-15,3.0,mixed,0.28,"[""Cuban food"", ""run"", ""middle"", ""lunch"", ""specials""]"
vwhFwlc4FTBApcNM4uqx_A,IbndcMURguByburM72o3SA,State Street Kitchen,Newtown,PA,"{Korean,American (Traditional),Sandwiches,Cheesesteaks,Restaurants,Coffee & Tea,Breakfast & Brunch,Food}",2018-01-21,5.0,positive,1.0,"[""Good price good food"", ""best Asian restaurant"", ""fried rice"", ""town""]"
YcLXh-3UC9y6YFAI9xxzPQ,oBhJuukGRqPVvYBfTkhuZA,Square 1682,Philadelphia,PA,"{American (New),Breakfast & Brunch,Bars,Nightlife,Restaurants}",2015-03-05,4.0,mixed,0.52,"[""one single pretentious waiter"", ""long story short"", ""company transaction policies"", ""bacon wrapped dates"", ""last nights waiter"", ""pleasant small talk"", ""4/5 star establishment"", ""one bad egg"", ""small table"", ""bad taste"", ""5 star rating"", ""absolute star"", ""Hotel Palomar"", ""host staff"", ""convinced tone"", ""mid sentence"", ""inconceivable task"", ""elevator ride"", ""genuine person"", ""chocolate cake"", ""first night"", ""drink menu"", ""room service"", ""classic cocktails"", ""terrible experience"", ""amazing bartender"", ""4 night guest"", ""Great restaurant"", ""reason"", ""location"", ""obvious"", ""stay"", ""coworker"", ""seat"", ""reply"", ""conversation"", ""vibe"", ""bill"", ""shock"", ""rudeness"", ""situation"", ""mouth"", ""place"", ""shift"", ""day"", ""guy"", ""name"", ""Ben"", ""lessons"", ""Whiskey"", ""restaurant/bar""]"
qGQvUHmC02PAZW3H1WTIfw,eaJCpC6IhYphj7bwCDHTwQ,Three Brothers Coffee,Nashville,TN,"{Bagels,Sporting Goods,Outdoor Gear,Coffee & Tea,Cafes,Sandwiches,Food,Shopping,Internet Cafes,Restaurants}",2015-08-30,5.0,positive,1.0,"[""Sunday morning walk"", ""coffee customer service"", ""great food"", ""park"", ""vibe""]"
jC-fGfx-YLqxVBcyTAd4Pw,W4ZEKkva9HpAdZG88juwyQ,Mr. B's Bistro,New Orleans,LA,"{Bars,Breakfast & Brunch,Restaurants,Barbeque,Cajun/Creole,Cafes,Cocktail Bars,Nightlife}",2013-12-29,3.0,mixed,0.31,"[""Seafood Jumbalaya"", ""french quarter"", ""word"", ""burger"", ""Rare"", ""price"", ""places"", ""everything""]"
ra9fNjYUumKp_iaqv-jjDg,jTI5Xjk27An8ceJ6VwpXiQ,DoubleTree by Hilton Hotel Philadelphia Center City,Philadelphia,PA,"{Hotels,Event Planning & Services,Caterers,Hotels & Travel}",2013-08-15,4.0,positive,1.0,"[""Comfortable bed"", ""good breakfast"", ""fast internet"", ""great location"", ""low price"", ""top floors"", ""to 15 minutes"", ""place"", ""elevator"", ""morning""]"
Ki90-hauSIfW_7sBuBBqfA,j8JOZvfeHEfUWq3gEz6ABQ,Bacchanal Fine Wine & Spirits,New Orleans,LA,"{Jazz & Blues,Bars,Arts & Entertainment,Beer,Wine & Spirits,Wine Bars,Food,Nightlife}",2014-06-11,2.0,mixed,0.59,"[""New Orleans Hamburger"", ""dirty lawn chairs"", ""dirty yard"", ""wait staff"", ""live music"", ""lifetime experience"", ""restaurant"", ""food"", ""patron"", ""water"", ""drink"", ""flight"", ""stairs"", ""cash"", ""window""]"
TcCcHzc3L6Aboq3DteEfZA,jNL5KUPz2-tHUJM__ysSaw,El Chicanito Mexican Restaurant,Port Richey,FL,"{American (New),Restaurants,Mexican}",2014-08-24,1.0,mixed,0.28,"[""pico de gallo"", ""la carte"", ""tomato sauce"", ""something spicier"", ""fountain drink"", ""sour cream"", ""extra charge"", ""bottle drinks"", ""actual food"", ""everything"", ""place"", ""basket"", ""chips"", ""salsa"", ""coke"", ""Pepsi"", ""cheese"", ""taco"", ""bill"", ""condiments"", ""Side"", ""suggestion""]"
A4n4YaE-owOVgTQcrVqHUw,I6L0Zxi5Ww0zEWSAVgngeQ,Cafe Beignet on Bourbon Street,New Orleans,LA,"{Sandwiches,Breakfast & Brunch,Cajun/Creole,Cafes,Food,Restaurants,Donuts}",2018-07-07,4.0,positive,0.99,"[""jazz band"", ""breakfast sandwich"", ""bacon pieces"", ""Great price"", ""filling breakfast"", ""cafe"", ""8am"", ""time"", ""egg""]"
cvQXRFLCyr0S7EgFb4lZqw,EtKSTHV5Qx_Q7Aur9o4kQQ,Village Whiskey,Philadelphia,PA,"{Bars,Nightlife,Whiskey Bars,Burgers,Restaurants,American (New)}",2009-10-14,5.0,mixed,0.75,"[""Kentucky Fried Quail"", ""24$ Fois Gras burger"", ""duckfat frenchfries"", ""cool guy"", ""tater tots"", ""duckfat fries"", ""best part"", ""cheese sauce"", ""scale"", ""things"", ""place"", ""bomb"", ""promise"", ""boy"", ""birthday"", ""name"", ""drink"", ""corner"", ""seats"", ""bar"", ""45 minutes"", ""Keith"", ""whiskeys"", ""3 cape"", ""salts"", ""dinner"", ""succotash"", ""penny"", ""meal"", ""side"", ""everyone""]"
yCbzm_d4cHpfUX00Ljvgmg,SSZDGl2J-CEyIzuIbEiYNQ,Caleco's Bar & Grill,Saint Louis,MO,"{Bars,Nightlife,American (New),Italian,Sports Bars,Restaurants,Food,American (Traditional)}",2017-09-08,2.0,mixed,0.1,"[""artichoke dip"", ""big mistake"", ""thin crust"", ""Cardinals game"", ""chips"", ""waitress"", ""toppings"", ""pizza"", ""advocate"", ""server"", ""venue""]"
r2IBPY_E8AE5_GpsqlONyg,VJEzpfLs_Jnzgqh5A_FVTg,Jasmine Rice - Rittenhouse,Philadelphia,PA,"{Soup,Thai,Restaurants,Salad}",2014-04-01,4.0,mixed,0.56,"[""green curry fried rice"", ""Jasmine Rice direction"", ""chicken pad thai"", ""different noodle dish"", ""good quality Thai"", ""Thai restaurant"", ""good decision"", ""pan-fried dumplings"", ""chili sauce"", ""other people"", ""One table"", ""Kimmel Center"", ""summer rolls"", ""tastiest duck"", ""fiance"", ""birthday"", ""dinner"", ""Yelp"", ""menu"", ""flavor"", ""dishes"", ""show"", ""service"", ""issues"", ""meal"", ""person"", ""items"", ""owner"", ""house""]"
cejwyz1Hn1yQ-v2m9PAovQ,GILL0ZkvVXJaNQzYRXfMQw,Paris Parker Salon & Spa,New Orleans,LA,"{Hair Salons,Beauty & Spas,Nail Salons,Day Spas,Hair Removal,Waxing,Hair Extensions}",2012-10-08,5.0,positive,0.88,"[""best hairstylist"", ""past year"", ""great stylist"", ""great personality"", ""Courtney"", ""reason"", ""limits"", ""styles"", ""salon""]"
QDY_xE91MY9O-nzn56yHxQ,TyOe_EcbyAWMmPgg_ILwHQ,Pep Boys,Broomall,PA,"{Auto Repair,Oil Change Stations,Auto Parts & Supplies,Automotive,Tires}",2012-05-29,3.0,negative,0.02,"[""many occasions"", ""oil change"", ""state inspection"", ""pep boys"", ""decent stuff"", ""location"", ""area"", ""chain"", ""job"", ""place"", ""key""]"
rV6AWGN4rYORMQY8dVP41g,0ICfbEImE0gUZc4kSZ7QHg,Reliance The Furnace Company,Edmonton,AB,"{Contractors,Home Services,Plumbing,Water Purification Services,Heating & Air Conditioning/HVAC}",2013-11-14,5.0,positive,0.98,"[""2 old 70s lennox"", ""2 new ones"", ""great job"", ""3 years""]"
EoN2xyKvTTn9B-z1grhYxw,oJ4ik-4PZe6gexxW-tSmsw,Broad Ripple Brewpub,Indianapolis,IN,"{Nightlife,Food,Pizza,Brewpubs,Restaurants,Fish & Chips,American (New),Bars,Pubs,Breweries,Vegetarian}",2016-10-26,4.0,mixed,0.76,"[""dog friendly environment"", ""Pumpkin Seasonal Beer"", ""quick beer"", ""half order"", ""favorite pumpkins"", ""vegan friends"", ""Brewpub"", ""variety"", ""dishes"", ""Nachos"", ""pizza"", ""sandwiches"", ""beers"", ""sight"", ""service"", ""pace"", ""restaurant"", ""bite"", ""food"", ""patio"", ""time"", ""Kid"", ""vegetarian"", ""fish"", ""chips"", ""par""]"
2u5Skti5mZam_-XTKPelvA,qO9dNNIvNbCBd8ZgjxMxgQ,HOME Santa Barbara,Santa Barbara,CA,"{Home & Garden,Furniture Stores,Home Decor,Shopping,Flowers & Gifts,Gift Shops}",2017-04-08,5.0,positive,0.95,"[""good home store"", ""Helpful staff"", ""great ideas"", ""Joanna Gaines"", ""Fixer Upper"", ""reasonable prices"", ""Farmhouse"", ""chic"", ""items"", ""SB""]"
mCVyppNwK2qPOJHXgs0p2Q,NQSnr4RPUScss607oxOaqw,Chase's Hop Shop,Philadelphia,PA,"{Chicken Wings,Nightlife,Bars,Delis,Food,Beer Gardens,Sandwiches,Beer Bar,Restaurants,Beer,Wine & Spirits,Gastropubs}",2016-05-19,5.0,positive,1.0,"[""Super Smash Brothers"", ""six pack"", ""good beers"", ""fellow patrons"", ""great place"", ""good food"", ""nice people"", ""night"", ""Nintendo"", ""owner"", ""staple"", ""Northeast""]"
dzNxNW9XpJiECE-bKATezw,6LCZLGa09Qifn6rG7-DNrg,Erawan Thai Cuisine,Philadelphia,PA,"{Thai,Restaurants}",2015-02-16,4.0,mixed,0.76,"[""Americanized thai cuisine"", ""pad thai"", ""Pat thai"", ""coconut milk"", ""white meat"", ""coconut soup"", ""enough amount"", ""generous amount"", ""same menu"", ""less herb"", ""go"", ""protein"", ""dish"", ""cilantro"", ""peanut"", ""noodle"", ""chicken"", ""meal""]"
nAE4IGJMRxDfas0qYabMWw,7wQEzj-0yOpLiANNLuUflQ,Deepwater Diner,Penns Grove,NJ,"{Restaurants,Diners}",2016-10-26,4.0,positive,0.99,"[""Great diner food"", ""Excellent service"", ""breakfast"", ""lunch"", ""295.""]"
DWbmJF84jRrGaJRmlSSnYQ,SIoCIxjn4jLt2O-4DajWJw,Mac's Tavern,Philadelphia,PA,"{Nightlife,Restaurants,American (New),Bars,Pubs}",2015-11-18,4.0,positive,0.88,"[""real long time"", ""Saturday night"", ""wtf sauce"", ""bartenders attention"", ""sunny crew"", ""spot"", ""lucys"", ""street"", ""food"", ""wings"", ""fries"", ""place""]"
4zopEEPqfwm-c_FNpeHZYw,SZU9c8V2GuREDN5KgyHFJw,Santa Barbara Shellfish Company,Santa Barbara,CA,"{Live/Raw Food,Restaurants,Seafood,Beer Bar,Beer,Wine & Spirits,Bars,Food,Nightlife}",2016-05-31,5.0,mixed,0.78,"[""Juicy, buttery chunks"", ""overall great value"", ""perennial good reviews"", ""local rock crab"", ""California Rock Crab"", ""rock crab shells"", ""white crab meat"", ""great amount"", ""rock crabs"", ""good start"", ""good sign"", ""Shellfish Company"", ""many places"", ""Cannery Row"", ""captive audience"", ""sub-standard fare"", ""high prices"", ""initial observations"", ""peak hours"", ""dinner rush"", ""salad/chowder combo"", ""hearty portions"", ""Shrimp Bisque"", ""side dishes"", ""least amount"", ""favorite meals"", ""safe proposition"", ""Wharf"", ""Monterey"", ""feast"", ""Yelp"", ""wait"", ""20 minutes"", ""special"", ""3 lbs"", ""choice"", ""soup/chowder"", ""look"", ""trays"", ""wife"", ""perfection"", ""work"", ""King"", ""SBSC"", ""trip""]"
